Date,Country,Status,AQI Value
6/22/2023,Cape Verde,Good,38
6/22/2023,Cayman Islands,Good,12
6/22/2023,Chile,Unhealthy for Sensitive Groups,138
6/22/2023,China,Unhealthy,157
6/22/2023,Colombia,Moderate,59
6/22/2023,Costa Rica,Good,19
6/22/2023,Croatia,Good,47
6/22/2023,Cyprus,Moderate,54
6/22/2023,Czech Republic,Moderate,67
6/22/2023,Denmark,Good,25
6/22/2023,Dominican Republic,Good,19
6/22/2023,Ecuador,Good,33
6/22/2023,El Salvador,Moderate,88
6/22/2023,Estonia,Good,48
6/22/2023,Ethiopia,Unhealthy,163
6/22/2023,Finland,Moderate,64
6/22/2023,France,Moderate,62
6/22/2023,French Guiana,Good,11
6/22/2023,Gabon,Unhealthy for Sensitive Groups,103
6/22/2023,Georgia,Good,47
6/22/2023,Germany,Moderate,72
6/22/2023,Ghana,Moderate,65
6/22/2023,Gibraltar,Good,17
6/22/2023,Greece,Good,48
6/22/2023,Grenada,Good,10
6/22/2023,Guadeloupe,Good,38
6/22/2023,Guam,Good,4
6/22/2023,Guatemala,Moderate,61
6/22/2023,Honduras,Good,21
6/22/2023,Hong Kong,Good,49
6/22/2023,Iceland,Good,15
6/22/2023,India,Very Unhealthy,207
6/22/2023,Indonesia,Unhealthy for Sensitive Groups,117
6/22/2023,Iran,Unhealthy for Sensitive Groups,127
6/22/2023,Ireland,Good,37
6/22/2023,Israel,Moderate,77
6/22/2023,Italy,Moderate,62
6/22/2023,Ivory Coast,Good,21
6/22/2023,Japan,Moderate,66
6/22/2023,Jersey,Moderate,88
6/22/2023,Jordan,Good,27
6/22/2023,Kazakhstan,Very Unhealthy,224
6/22/2023,Kenya,Unhealthy for Sensitive Groups,109
6/22/2023,Kosovo,Moderate,62
6/22/2023,Kuwait,Moderate,84
6/22/2023,Kyrgyzstan,Moderate,52
6/22/2023,Laos,Good,24
6/22/2023,Latvia,Moderate,63
6/22/2023,Lebanon,Unhealthy for Sensitive Groups,108
6/22/2023,Liberia,Good,32
6/22/2023,Liechtenstein,Good,38
6/22/2023,Lithuania,Moderate,72
6/22/2023,Luxembourg,Good,44
6/22/2023,Macao,Good,42
6/22/2023,Macedonia,Moderate,66
6/22/2023,Madagascar,Moderate,97
6/22/2023,Malaysia,Moderate,79
6/22/2023,Malta,Moderate,51
6/22/2023,Martinique,Moderate,64
6/22/2023,Mexico,Unhealthy for Sensitive Groups,132
6/22/2023,Moldova,Good,30
6/22/2023,Monaco,Moderate,63
6/22/2023,Mongolia,Moderate,55
6/22/2023,Montenegro,Moderate,62
6/22/2023,Myanmar,Moderate,60
6/22/2023,Nepal,Moderate,65
6/22/2023,Netherlands,Moderate,74
6/22/2023,New Zealand,Good,35
6/22/2023,Nigeria,Moderate,78
6/22/2023,Norway,Good,49
6/22/2023,Pakistan,Unhealthy for Sensitive Groups,101
6/22/2023,Palestinian Territory,Moderate,75
6/22/2023,Peru,Moderate,62
6/22/2023,Philippines,Moderate,55
6/22/2023,Poland,Moderate,81
6/22/2023,Portugal,Good,28
6/22/2023,Puerto Rico,Good,28
6/22/2023,Qatar,Moderate,59
6/22/2023,Reunion,Good,13
6/22/2023,Romania,Moderate,76
6/22/2023,Russia,Moderate,75
6/22/2023,San Marino,Moderate,53
6/22/2023,Saudi Arabia,Good,46
6/22/2023,Senegal,Moderate,52
6/22/2023,Serbia,Moderate,90
6/22/2023,Singapore,Good,38
6/22/2023,Slovakia,Good,50
6/22/2023,Slovenia,Moderate,67
6/22/2023,South Africa,Unhealthy,167
6/22/2023,South Korea,Moderate,74
6/22/2023,Spain,Moderate,79
6/22/2023,Sri Lanka,Moderate,81
6/22/2023,Sweden,Good,49
6/22/2023,Switzerland,Good,31
6/22/2023,Taiwan,Moderate,57
6/22/2023,Tajikistan,Moderate,67
6/22/2023,Thailand,Moderate,88
6/22/2023,Togo,Unhealthy for Sensitive Groups,121
6/22/2023,Trinidad and Tobago,Good,32
6/22/2023,Turkey,Unhealthy for Sensitive Groups,101
6/22/2023,Turkmenistan,Unhealthy for Sensitive Groups,137
6/22/2023,Uganda,Unhealthy for Sensitive Groups,116
6/22/2023,Ukraine,Moderate,71
6/22/2023,United Arab Emirates,Moderate,64
6/22/2023,United Kingdom of Great Britain and Northern Ireland,Moderate,51
6/22/2023,United States of America,Moderate,99
6/22/2023,Uzbekistan,Good,41
6/22/2023,Vatican,Good,50
6/22/2023,Venezuela,Good,4
6/22/2023,Vietnam,Moderate,76
6/22/2023,Zambia,Moderate,83
6/29/2023,Albania,Moderate,52
6/29/2023,Algeria,Moderate,55
6/29/2023,Andorra,Moderate,65
6/29/2023,Angola,Unhealthy for Sensitive Groups,132
6/29/2023,Argentina,Good,40
6/29/2023,Armenia,Good,42
6/29/2023,Australia,Good,38
6/29/2023,Austria,Good,31
6/29/2023,Azerbaijan,Good,49
6/29/2023,Bahrain,Unhealthy for Sensitive Groups,142
6/29/2023,Bangladesh,Moderate,89
6/29/2023,Belarus,Good,32
6/29/2023,Belgium,Moderate,94
6/29/2023,Belize,Good,15
6/29/2023,Bermuda,Good,10
6/29/2023,Bolivia,Moderate,52
6/29/2023,Bosnia and Herzegovina,Good,47
6/29/2023,Brazil,Unhealthy for Sensitive Groups,122
6/29/2023,Brunei,Good,14
6/29/2023,Bulgaria,Good,20
6/29/2023,Burkina Faso,Unhealthy for Sensitive Groups,113
6/29/2023,Cambodia,Good,32
6/29/2023,Canada,Unhealthy for Sensitive Groups,136
6/29/2023,Cape Verde,Good,41
6/29/2023,Cayman Islands,Good,20
6/29/2023,Chile,Unhealthy,197
6/29/2023,China,Unhealthy for Sensitive Groups,126
6/29/2023,Colombia,Moderate,61
6/29/2023,Costa Rica,Good,9
6/29/2023,Croatia,Good,27
6/29/2023,Cyprus,Moderate,78
6/29/2023,Czech Republic,Good,50
6/29/2023,Denmark,Good,28
6/29/2023,Dominican Republic,Good,39
6/29/2023,Ecuador,Good,39
6/29/2023,El Salvador,Moderate,58
6/29/2023,Estonia,Good,39
6/29/2023,Ethiopia,Unhealthy,154
6/29/2023,Finland,Moderate,57
6/29/2023,France,Unhealthy for Sensitive Groups,145
6/29/2023,French Guiana,Good,13
6/29/2023,Gabon,Unhealthy,186
6/29/2023,Georgia,Moderate,60
6/29/2023,Germany,Moderate,67
6/29/2023,Ghana,Moderate,56
6/29/2023,Gibraltar,Moderate,56
6/29/2023,Greece,Moderate,53
6/29/2023,Grenada,Good,8
6/29/2023,Guadeloupe,Good,13
6/29/2023,Guam,Good,8
6/29/2023,Guatemala,Moderate,68
6/29/2023,Honduras,Good,22
6/29/2023,Hong Kong,Good,42
6/29/2023,Iceland,Good,15
6/29/2023,India,Unhealthy,161
6/29/2023,Indonesia,Moderate,80
6/29/2023,Iran,Unhealthy for Sensitive Groups,149
6/29/2023,Ireland,Good,15
6/29/2023,Israel,Moderate,77
6/29/2023,Italy,Moderate,70
6/29/2023,Ivory Coast,Good,25
6/29/2023,Japan,Moderate,92
6/29/2023,Jersey,Good,20
6/29/2023,Jordan,Good,30
6/29/2023,Kazakhstan,Unhealthy,182
6/29/2023,Kenya,Moderate,80
6/29/2023,Kosovo,Good,33
6/29/2023,Kuwait,Moderate,61
6/29/2023,Kyrgyzstan,Good,43
6/29/2023,Laos,Good,45
6/29/2023,Latvia,Good,22
6/29/2023,Lebanon,Unhealthy for Sensitive Groups,121
6/29/2023,Liberia,Good,35
6/29/2023,Liechtenstein,Good,33
6/29/2023,Lithuania,Good,40
6/29/2023,Luxembourg,Good,44
6/29/2023,Macao,Good,42
6/29/2023,Macedonia,Good,23
6/29/2023,Madagascar,Moderate,66
6/29/2023,Malaysia,Moderate,64
6/29/2023,Malta,Good,44
6/29/2023,Martinique,Good,49
6/29/2023,Mexico,Unhealthy for Sensitive Groups,107
6/29/2023,Moldova,Good,9
6/29/2023,Monaco,Moderate,66
6/29/2023,Mongolia,Good,32
6/29/2023,Montenegro,Good,32
6/29/2023,Myanmar,Moderate,52
6/29/2023,Nepal,Good,30
6/29/2023,Netherlands,Moderate,69
6/29/2023,New Zealand,Good,41
6/29/2023,Nigeria,Moderate,94
6/29/2023,Norway,Good,36
6/29/2023,Pakistan,Moderate,66
6/29/2023,Palestinian Territory,Moderate,56
6/29/2023,Peru,Moderate,57
6/29/2023,Philippines,Good,38
6/29/2023,Poland,Moderate,66
6/29/2023,Portugal,Good,25
6/29/2023,Puerto Rico,Good,4
6/29/2023,Qatar,Moderate,86
6/29/2023,Reunion,Good,27
6/29/2023,Romania,Moderate,72
6/29/2023,Russia,Moderate,65
6/29/2023,San Marino,Moderate,53
6/29/2023,Saudi Arabia,Moderate,55
6/29/2023,Senegal,Moderate,53
6/29/2023,Serbia,Moderate,63
6/29/2023,Singapore,Good,31
6/29/2023,Slovakia,Good,29
6/29/2023,Slovenia,Good,25
6/29/2023,South Africa,Unhealthy for Sensitive Groups,126
6/29/2023,South Korea,Moderate,71
6/29/2023,Spain,Unhealthy for Sensitive Groups,118
6/29/2023,Sri Lanka,Good,48
6/29/2023,Sweden,Good,39
6/29/2023,Switzerland,Good,37
6/29/2023,Taiwan,Moderate,98
6/29/2023,Tajikistan,Moderate,82
6/29/2023,Thailand,Moderate,79
6/29/2023,Togo,Moderate,69
6/29/2023,Trinidad and Tobago,Good,18
6/29/2023,Turkey,Unhealthy,185
6/29/2023,Turkmenistan,Moderate,89
6/29/2023,Uganda,Unhealthy,159
6/29/2023,Ukraine,Moderate,59
6/29/2023,United Arab Emirates,Unhealthy for Sensitive Groups,116
6/29/2023,United Kingdom of Great Britain and Northern Ireland,Good,49
6/29/2023,United States of America,Very Unhealthy,249
6/29/2023,Uzbekistan,Moderate,53
6/29/2023,Vatican,Moderate,55
6/29/2023,Venezuela,Good,1
6/29/2023,Vietnam,Moderate,99
6/29/2023,Zambia,Moderate,77
7/6/2023,Albania,Good,18
7/6/2023,Algeria,Moderate,68
7/6/2023,Andorra,Good,16
7/6/2023,Angola,Unhealthy for Sensitive Groups,111
7/6/2023,Argentina,Good,20
7/6/2023,Armenia,Good,45
7/6/2023,Australia,Good,41
7/6/2023,Austria,Good,25
7/6/2023,Azerbaijan,Good,49
7/6/2023,Bahrain,Unhealthy for Sensitive Groups,134
7/6/2023,Bangladesh,Moderate,92
7/6/2023,Belarus,Moderate,67
7/6/2023,Belgium,Good,35
7/6/2023,Belize,Good,22
7/6/2023,Bermuda,Good,5
7/6/2023,Bolivia,Moderate,64
7/6/2023,Bosnia and Herzegovina,Moderate,76
7/6/2023,Brazil,Unhealthy for Sensitive Groups,120
7/6/2023,Brunei,Good,10
7/6/2023,Bulgaria,Good,26
7/6/2023,Burkina Faso,Moderate,100
7/6/2023,Cambodia,Good,48
7/6/2023,Canada,Moderate,79
7/6/2023,Cape Verde,Good,47
7/6/2023,Cayman Islands,Good,1
7/6/2023,Chile,Unhealthy,175
7/6/2023,China,Unhealthy for Sensitive Groups,136
7/6/2023,Colombia,Moderate,61
7/6/2023,Costa Rica,Good,20
7/6/2023,Croatia,Good,17
7/6/2023,Cyprus,Moderate,78
7/6/2023,Czech Republic,Moderate,58
7/6/2023,Denmark,Good,16
7/6/2023,Dominican Republic,Good,49
7/6/2023,Ecuador,Good,39
7/6/2023,Egypt,Moderate,90
7/6/2023,El Salvador,Moderate,75
7/6/2023,Estonia,Good,17
7/6/2023,Ethiopia,Unhealthy for Sensitive Groups,144
7/6/2023,Finland,Good,29
7/6/2023,France,Moderate,52
7/6/2023,French Guiana,Good,7
7/6/2023,Gabon,Unhealthy for Sensitive Groups,137
7/6/2023,Georgia,Good,44
7/6/2023,Germany,Good,44
7/6/2023,Ghana,Moderate,57
7/6/2023,Gibraltar,Moderate,52
7/6/2023,Greece,Moderate,51
7/6/2023,Grenada,Good,40
7/6/2023,Guadeloupe,Good,29
7/6/2023,Guam,Good,2
7/6/2023,Guatemala,Moderate,59
7/6/2023,Honduras,Good,23
7/6/2023,Hong Kong,Good,39
7/6/2023,Iceland,Good,7
7/6/2023,India,Unhealthy,158
7/6/2023,Indonesia,Moderate,93
7/6/2023,Iran,Unhealthy,175
7/6/2023,Ireland,Good,17
7/6/2023,Israel,Moderate,70
7/6/2023,Italy,Good,48
7/6/2023,Ivory Coast,Good,21
7/6/2023,Japan,Unhealthy for Sensitive Groups,106
7/6/2023,Jersey,Good,35
7/6/2023,Jordan,Good,34
7/6/2023,Kazakhstan,Very Unhealthy,226
7/6/2023,Kenya,Moderate,87
7/6/2023,Kosovo,Good,29
7/6/2023,Kuwait,Moderate,96
7/6/2023,Kyrgyzstan,Good,43
7/6/2023,Laos,Good,28
7/6/2023,Latvia,Good,21
7/6/2023,Lebanon,Moderate,92
7/6/2023,Liberia,Good,39
7/6/2023,Liechtenstein,Good,25
7/6/2023,Lithuania,Moderate,54
7/6/2023,Luxembourg,Good,33
7/6/2023,Macao,Good,38
7/6/2023,Macedonia,Good,32
7/6/2023,Madagascar,Moderate,67
7/6/2023,Malaysia,Moderate,62
7/6/2023,Malta,Moderate,56
7/6/2023,Martinique,Moderate,75
7/6/2023,Mexico,Unhealthy for Sensitive Groups,120
7/6/2023,Moldova,Good,22
7/6/2023,Monaco,Good,33
7/6/2023,Mongolia,Moderate,54
7/6/2023,Montenegro,Good,40
7/6/2023,Myanmar,Good,36
7/6/2023,Nepal,Moderate,59
7/6/2023,Netherlands,Good,38
7/6/2023,New Caledonia,Good,29
7/6/2023,New Zealand,Good,40
7/6/2023,Nigeria,Unhealthy,178
7/6/2023,Norway,Good,29
7/6/2023,Pakistan,Moderate,64
7/6/2023,Palestinian Territory,Unhealthy for Sensitive Groups,123
7/6/2023,Peru,Good,46
7/6/2023,Philippines,Good,23
7/6/2023,Poland,Moderate,55
7/6/2023,Portugal,Good,13
7/6/2023,Puerto Rico,Moderate,58
7/6/2023,Qatar,Moderate,84
7/6/2023,Reunion,Good,22
7/6/2023,Romania,Moderate,67
7/6/2023,Russia,Moderate,91
7/6/2023,San Marino,Good,47
7/6/2023,Saudi Arabia,Moderate,65
7/6/2023,Senegal,Moderate,67
7/6/2023,Serbia,Moderate,80
7/6/2023,Singapore,Good,40
7/6/2023,Slovakia,Good,42
7/6/2023,Slovenia,Good,18
7/6/2023,South Africa,Unhealthy,182
7/6/2023,South Korea,Unhealthy for Sensitive Groups,113
7/6/2023,Spain,Moderate,86
7/6/2023,Sri Lanka,Good,40
7/6/2023,Sweden,Good,32
7/6/2023,Switzerland,Good,18
7/6/2023,Taiwan,Moderate,52
7/6/2023,Tajikistan,Moderate,79
7/6/2023,Thailand,Moderate,81
7/6/2023,Togo,Moderate,55
7/6/2023,Trinidad and Tobago,Moderate,73
7/6/2023,Turkey,Unhealthy,163
7/6/2023,Turkmenistan,Moderate,68
7/6/2023,Uganda,Unhealthy for Sensitive Groups,131
7/6/2023,Ukraine,Moderate,76
7/6/2023,United Arab Emirates,Moderate,90
7/6/2023,United Kingdom of Great Britain and Northern Ireland,Good,42
7/6/2023,United States of America,Moderate,91
7/6/2023,Uzbekistan,Moderate,82
7/6/2023,Vatican,Good,42
7/6/2023,Venezuela,Good,38
7/6/2023,Vietnam,Moderate,88
7/6/2023,Zambia,Moderate,70
7/13/2023,Albania,Good,19
7/13/2023,Algeria,Moderate,75
7/13/2023,Andorra,Good,31
7/13/2023,Angola,Unhealthy,154
7/13/2023,Argentina,Good,7
7/13/2023,Armenia,Good,37
7/13/2023,Australia,Moderate,52
7/13/2023,Austria,Good,19
7/13/2023,Azerbaijan,Good,30
7/13/2023,Bahrain,Unhealthy,185
7/13/2023,Bangladesh,Moderate,99
7/13/2023,Belarus,Good,34
7/13/2023,Belgium,Good,39
7/13/2023,Belize,Good,33
7/13/2023,Bermuda,Good,27
7/13/2023,Bolivia,Moderate,91
7/13/2023,Bosnia and Herzegovina,Moderate,65
7/13/2023,Brazil,Moderate,71
7/13/2023,Brunei,Good,10
7/13/2023,Bulgaria,Good,39
7/13/2023,Burkina Faso,Unhealthy for Sensitive Groups,121
7/13/2023,Cambodia,Good,2
7/13/2023,Canada,Unhealthy,156
7/13/2023,Cape Verde,Good,47
7/13/2023,Cayman Islands,Moderate,61
7/13/2023,Chile,Unhealthy,198
7/13/2023,China,Unhealthy for Sensitive Groups,134
7/13/2023,Colombia,Moderate,64
7/13/2023,Costa Rica,Good,9
7/13/2023,Croatia,Good,40
7/13/2023,Cyprus,Good,50
7/13/2023,Czech Republic,Moderate,60
7/13/2023,Denmark,Good,24
7/13/2023,Dominican Republic,Good,26
7/13/2023,Ecuador,Good,39
7/13/2023,Egypt,Good,29
7/13/2023,El Salvador,Moderate,91
7/13/2023,Estonia,Good,23
7/13/2023,Ethiopia,Unhealthy for Sensitive Groups,131
7/13/2023,Finland,Good,40
7/13/2023,France,Moderate,61
7/13/2023,French Guiana,Good,9
7/13/2023,Gabon,Unhealthy for Sensitive Groups,109
7/13/2023,Georgia,Good,37
7/13/2023,Germany,Good,39
7/13/2023,Ghana,Unhealthy for Sensitive Groups,147
7/13/2023,Gibraltar,Good,38
7/13/2023,Greece,Moderate,67
7/13/2023,Grenada,Good,28
7/13/2023,Guadeloupe,Good,28
7/13/2023,Guam,Good,3
7/13/2023,Guatemala,Good,31
7/13/2023,Honduras,Good,9
7/13/2023,Hong Kong,Good,46
7/13/2023,Iceland,Good,9
7/13/2023,India,Unhealthy,163
7/13/2023,Indonesia,Moderate,94
7/13/2023,Iran,Unhealthy,151
7/13/2023,Ireland,Good,19
7/13/2023,Israel,Moderate,66
7/13/2023,Italy,Moderate,68
7/13/2023,Ivory Coast,Good,50
7/13/2023,Japan,Moderate,76
7/13/2023,Jersey,Good,20
7/13/2023,Jordan,Good,36
7/13/2023,Kazakhstan,Very Unhealthy,219
7/13/2023,Kenya,Unhealthy for Sensitive Groups,102
7/13/2023,Kosovo,Good,40
7/13/2023,Kuwait,Unhealthy for Sensitive Groups,106
7/13/2023,Kyrgyzstan,Good,47
7/13/2023,Laos,Good,34
7/13/2023,Latvia,Good,16
7/13/2023,Lebanon,Moderate,90
7/13/2023,Liberia,Moderate,52
7/13/2023,Liechtenstein,Good,9
7/13/2023,Lithuania,Good,48
7/13/2023,Luxembourg,Good,33
7/13/2023,Macao,Good,46
7/13/2023,Macedonia,Moderate,55
7/13/2023,Madagascar,Good,42
7/13/2023,Malaysia,Moderate,55
7/13/2023,Malta,Moderate,58
7/13/2023,Martinique,Good,50
7/13/2023,Mexico,Moderate,80
7/13/2023,Moldova,Good,17
7/13/2023,Monaco,Moderate,64
7/13/2023,Mongolia,Moderate,62
7/13/2023,Montenegro,Good,48
7/13/2023,Myanmar,Good,42
7/13/2023,Nepal,Moderate,59
7/13/2023,Netherlands,Good,35
7/13/2023,New Caledonia,Good,25
7/13/2023,New Zealand,Good,48
7/13/2023,Nigeria,Unhealthy for Sensitive Groups,109
7/13/2023,Norway,Good,25
7/13/2023,Pakistan,Moderate,73
7/13/2023,Palestinian Territory,Good,39
7/13/2023,Peru,Good,48
7/13/2023,Philippines,Good,50
7/13/2023,Poland,Moderate,67
7/13/2023,Portugal,Good,24
7/13/2023,Puerto Rico,Good,13
7/13/2023,Qatar,Moderate,62
7/13/2023,Reunion,Good,23
7/13/2023,Romania,Moderate,83
7/13/2023,Russia,Moderate,68
7/13/2023,San Marino,Moderate,59
7/13/2023,Saudi Arabia,Good,46
7/13/2023,Senegal,Good,38
7/13/2023,Serbia,Moderate,65
7/13/2023,Singapore,Good,37
7/13/2023,Slovakia,Moderate,53
7/13/2023,Slovenia,Good,28
7/13/2023,South Africa,Unhealthy for Sensitive Groups,146
7/13/2023,South Korea,Moderate,70
7/13/2023,Spain,Moderate,83
7/13/2023,Sri Lanka,Good,42
7/13/2023,Sweden,Good,25
7/13/2023,Switzerland,Good,14
7/13/2023,Taiwan,Moderate,72
7/13/2023,Tajikistan,Moderate,100
7/13/2023,Thailand,Moderate,72
7/13/2023,Togo,Unhealthy for Sensitive Groups,129
7/13/2023,Trinidad and Tobago,Good,37
7/13/2023,Turkey,Unhealthy for Sensitive Groups,125
7/13/2023,Uganda,Unhealthy for Sensitive Groups,129
7/13/2023,Ukraine,Moderate,69
7/13/2023,United Arab Emirates,Moderate,89
7/13/2023,United Kingdom of Great Britain and Northern Ireland,Good,36
7/13/2023,United States of America,Moderate,86
7/13/2023,Uzbekistan,Moderate,92
7/13/2023,Vatican,Moderate,59
7/13/2023,Venezuela,Good,9
7/13/2023,Vietnam,Moderate,69
7/13/2023,Zambia,Moderate,63
7/20/2023,Albania,Good,19
7/20/2023,Algeria,Moderate,82
7/20/2023,Andorra,Good,48
7/20/2023,Angola,Unhealthy for Sensitive Groups,145
7/20/2023,Argentina,Good,41
7/20/2023,Armenia,Good,34
7/20/2023,Australia,Good,38
7/20/2023,Austria,Good,30
7/20/2023,Azerbaijan,Good,31
7/20/2023,Bangladesh,Unhealthy for Sensitive Groups,102
7/20/2023,Belarus,Good,30
7/20/2023,Belgium,Good,48
7/20/2023,Belize,Good,15
7/20/2023,Bermuda,Good,16
7/20/2023,Bolivia,Moderate,60
7/20/2023,Bosnia and Herzegovina,Moderate,59
7/20/2023,Brazil,Good,48
7/20/2023,Brunei,Good,13
7/20/2023,Bulgaria,Good,31
7/20/2023,Burkina Faso,Unhealthy for Sensitive Groups,123
7/20/2023,Cambodia,Good,13
7/20/2023,Canada,Unhealthy for Sensitive Groups,125
7/20/2023,Cape Verde,Moderate,57
7/20/2023,Cayman Islands,Good,14
7/20/2023,Chile,Unhealthy,196
7/20/2023,China,Unhealthy,158
7/20/2023,Colombia,Moderate,59
7/20/2023,Costa Rica,Good,11
7/20/2023,Croatia,Good,32
7/20/2023,Cyprus,Moderate,58
7/20/2023,Czech Republic,Moderate,57
7/20/2023,Denmark,Good,16
7/20/2023,Dominican Republic,Good,45
7/20/2023,Ecuador,Good,28
7/20/2023,Egypt,Unhealthy for Sensitive Groups,109
7/20/2023,El Salvador,Moderate,93
7/20/2023,Estonia,Good,16
7/20/2023,Ethiopia,Unhealthy,156
7/20/2023,Finland,Good,23
7/20/2023,France,Moderate,57
7/20/2023,French Guiana,Good,33
7/20/2023,Gabon,Moderate,79
7/20/2023,Georgia,Good,43
7/20/2023,Germany,Moderate,55
7/20/2023,Ghana,Moderate,70
7/20/2023,Gibraltar,Moderate,63
7/20/2023,Greece,Moderate,63
7/20/2023,Grenada,Good,6
7/20/2023,Guadeloupe,Good,44
7/20/2023,Guam,Good,1
7/20/2023,Guatemala,Good,38
7/20/2023,Honduras,Good,10
7/20/2023,Hong Kong,Good,34
7/20/2023,Iceland,Good,14
7/20/2023,India,Unhealthy for Sensitive Groups,139
7/20/2023,Indonesia,Moderate,89
7/20/2023,Iran,Unhealthy,186
7/20/2023,Ireland,Good,31
7/20/2023,Israel,Good,33
7/20/2023,Italy,Moderate,71
7/20/2023,Ivory Coast,Good,9
7/20/2023,Japan,Moderate,94
7/20/2023,Jersey,Moderate,55
7/20/2023,Jordan,Good,36
7/20/2023,Kazakhstan,Unhealthy,181
7/20/2023,Kenya,Moderate,88
7/20/2023,Kosovo,Good,38
7/20/2023,Kuwait,Moderate,88
7/20/2023,Kyrgyzstan,Good,47
7/20/2023,Laos,Good,43
7/20/2023,Latvia,Good,6
7/20/2023,Lebanon,Unhealthy for Sensitive Groups,113
7/20/2023,Liberia,Good,36
7/20/2023,Liechtenstein,Good,17
7/20/2023,Lithuania,Good,21
7/20/2023,Luxembourg,Good,49
7/20/2023,Macao,Good,50
7/20/2023,Macedonia,Moderate,53
7/20/2023,Madagascar,Moderate,84
7/20/2023,Malaysia,Moderate,59
7/20/2023,Malta,Moderate,82
7/20/2023,Martinique,Moderate,79
7/20/2023,Mexico,Moderate,86
7/20/2023,Moldova,Good,14
7/20/2023,Monaco,Moderate,59
7/20/2023,Mongolia,Moderate,55
7/20/2023,Montenegro,Good,47
7/20/2023,Myanmar,Good,41
7/20/2023,Nepal,Moderate,55
7/20/2023,Netherlands,Good,25
7/20/2023,New Caledonia,Moderate,58
7/20/2023,New Zealand,Good,31
7/20/2023,Nigeria,Moderate,70
7/20/2023,Norway,Good,17
7/20/2023,Pakistan,Moderate,79
7/20/2023,Palestinian Territory,Moderate,84
7/20/2023,Peru,Moderate,58
7/20/2023,Philippines,Good,46
7/20/2023,Poland,Moderate,52
7/20/2023,Portugal,Good,22
7/20/2023,Puerto Rico,Good,31
7/20/2023,Qatar,Moderate,74
7/20/2023,Reunion,Good,15
7/20/2023,Romania,Moderate,99
7/20/2023,Russia,Moderate,87
7/20/2023,San Marino,Moderate,76
7/20/2023,Saudi Arabia,Moderate,53
7/20/2023,Senegal,Good,17
7/20/2023,Serbia,Moderate,53
7/20/2023,Singapore,Good,33
7/20/2023,Slovakia,Moderate,51
7/20/2023,Slovenia,Good,32
7/20/2023,South Africa,Unhealthy,168
7/20/2023,South Korea,Unhealthy for Sensitive Groups,150
7/20/2023,Spain,Unhealthy for Sensitive Groups,107
7/20/2023,Sri Lanka,Good,33
7/20/2023,Sweden,Good,21
7/20/2023,Switzerland,Good,24
7/20/2023,Taiwan,Moderate,69
7/20/2023,Tajikistan,Moderate,81
7/20/2023,Thailand,Unhealthy for Sensitive Groups,102
7/20/2023,Togo,Moderate,72
7/20/2023,Trinidad and Tobago,Good,23
7/20/2023,Turkey,Moderate,94
7/20/2023,Uganda,Unhealthy,161
7/20/2023,Ukraine,Moderate,57
7/20/2023,United Arab Emirates,Moderate,99
7/20/2023,United Kingdom of Great Britain and Northern Ireland,Good,38
7/20/2023,United States of America,Moderate,98
7/20/2023,Uzbekistan,Moderate,77
7/20/2023,Vatican,Moderate,63
7/20/2023,Venezuela,Good,5
7/20/2023,Vietnam,Moderate,96
7/20/2023,Zambia,Unhealthy for Sensitive Groups,108
7/27/2023,Albania,Good,14
7/27/2023,Algeria,Good,23
7/27/2023,Andorra,Good,11
7/27/2023,Angola,Unhealthy for Sensitive Groups,145
7/27/2023,Argentina,Good,36
7/27/2023,Armenia,Moderate,54
7/27/2023,Australia,Moderate,56
7/27/2023,Austria,Good,18
7/27/2023,Azerbaijan,Good,44
7/27/2023,Bangladesh,Unhealthy for Sensitive Groups,102
7/27/2023,Belarus,Good,21
7/27/2023,Belgium,Good,20
7/27/2023,Belize,Good,36
7/27/2023,Bermuda,Good,18
7/27/2023,Bolivia,Moderate,90
7/27/2023,Bosnia and Herzegovina,Moderate,60
7/27/2023,Brazil,Unhealthy for Sensitive Groups,148
7/27/2023,Brunei,Good,32
7/27/2023,Bulgaria,Good,27
7/27/2023,Burkina Faso,Unhealthy for Sensitive Groups,133
7/27/2023,Cambodia,Good,4
7/27/2023,Canada,Moderate,92
7/27/2023,Cape Verde,Moderate,54
7/27/2023,Cayman Islands,Good,10
7/27/2023,Chile,Unhealthy,189
7/27/2023,China,Unhealthy for Sensitive Groups,138
7/27/2023,Colombia,Moderate,78
7/27/2023,Costa Rica,Good,6
7/27/2023,Croatia,Good,22
7/27/2023,Cyprus,Moderate,68
7/27/2023,Czech Republic,Good,40
7/27/2023,Denmark,Good,14
7/27/2023,Dominican Republic,Good,21
7/27/2023,Ecuador,Moderate,61
7/27/2023,Egypt,Moderate,54
7/27/2023,El Salvador,Unhealthy for Sensitive Groups,107
7/27/2023,Estonia,Good,14
7/27/2023,Ethiopia,Unhealthy for Sensitive Groups,146
7/27/2023,Finland,Good,31
7/27/2023,France,Good,42
7/27/2023,French Guiana,Good,15
7/27/2023,Gabon,Moderate,96
7/27/2023,Georgia,Good,42
7/27/2023,Germany,Good,43
7/27/2023,Ghana,Moderate,53
7/27/2023,Gibraltar,Good,48
7/27/2023,Greece,Good,50
7/27/2023,Grenada,Good,15
7/27/2023,Guadeloupe,Good,17
7/27/2023,Guam,Good,3
7/27/2023,Guatemala,Moderate,75
7/27/2023,Honduras,Good,35
